SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILITY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE
2022/2023,618003,Lady Grey Elementary,6,Rocky Mountain                          ,Public School,PO Box 899,Golden                        ,STANDARD,ELEMENTARY,YES,YES,NO,NO,51.2956813,-116.97214
2022/2023,6868048,Ladysmith Intermediate,68,Nanaimo-Ladysmith                       ,Public School,PO Box 849,Ladysmith                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.9934553,-123.82458
2022/2023,6868049,Ladysmith Primary,68,Nanaimo-Ladysmith                       ,Public School,PO Box 910,Ladysmith                     ,STANDARD,ELEMENTARY,NO,NO,NO,NO,48.9892065,-123.82522
2022/2023,6868002,Ladysmith Secondary,68,Nanaimo-Ladysmith                       ,Public School,PO Box 190,Ladysmith                     ,STANDARD,SECONDARY,YES,YES,NO,NO,48.9900776,-123.82695
2022/2023,4242032,Laity View Elementary,42,Maple Ridge-Pitt Meadows                ,Public School,21023 123 Ave,Maple Ridge                   ,STANDARD,ELEMENTARY,YES,YES,NO,NO,49.226947,-122.63836
2022/2023,2727072,Lake City Secondary,27,Cariboo-Chilcotin                       ,Public School,640 Carson Drive,Williams Lake                 ,STANDARD,ELEMENTARY SECONDARY,YES,YES,NO,NO,52.1364571,-122.14076
2022/2023,7979043,Lake Cowichan Elementary,79,Cowichan Valley                         ,Public School,PO Box 40,Lake Cowichan                 ,STANDARD,ELEMENTARY,NO,NO,NO,NO,48.8207819,-124.05609
2022/2023,7979044,Lake Cowichan Secondary,79,Cowichan Valley                         ,Public School,PO Box 40,Lake Cowichan                 ,STANDARD,SECONDARY,NO,NO,NO,NO,48.8207819,-124.05609
2022/2023,6161042,Lake Hill Elementary,61,Greater Victoria                        ,Public School,1031 Lucas Ave,Victoria                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.4787111,-123.36553
2022/2023,7171052,Lake Trail Community,71,Comox Valley                            ,Public School,805 Willemar Ave,Courtenay                     ,STANDARD,MIDDLE SCHOOL,YES,NO,NO,NO,49.6809745,-125.01088
2022/2023,9191023,Lakes District Secondary,91,Nechako Lakes                           ,Public School,Box 3000,Burns Lake                    ,STANDARD,SECONDARY,YES,NO,NO,NO,54.2346852,-125.76989
2022/2023,9199209,Lakes Learning Centre,91,Nechako Lakes                           ,Public School,PO Box 3000,Burns Lake                    ,ALTERNATE,SECONDARY,NO,NO,NO,NO,54.23215,-125.76445
2022/2023,2396360,Lakeside School Kelowna,23,Central Okanagan                        ,Independent School,429 Collett Rd,Kelowna                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.8171328,-119.49873
2022/2023,6396127,Lakeview Christian School,63,Saanich                                 ,Independent School,729 Cordova Bay Rd,Victoria                      ,STANDARD,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,48.5321895,-123.38556
2022/2023,2828032,Lakeview Elementary,28,Quesnel                                 ,Public School,1525 Beryl St,Quesnel                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,52.9542878,-122.4446
2022/2023,4141034,Lakeview Elementary,41,Burnaby                                 ,Public School,7777 Mayfield St,Burnaby                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2300944,-122.94529
2022/2023,6262032,Lakewood Elementary,62,Sooke                                   ,Public School,2363 Setchfield Ave,Victoria                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.4658234,-123.50683
2022/2023,6161064,Lambrick Park Secondary,61,Greater Victoria                        ,Public School,4139 Torquay Dr,Victoria                      ,STANDARD,SECONDARY,YES,NO,NO,NO,48.4794816,-123.33078
2022/2023,4646015,Langdale Elementary,46,Sunshine Coast                          ,Public School,PO Box 280,Gibsons                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.4393294,-123.47889
2022/2023,3596311,Langley Christian School,35,Langley                                 ,Independent School,22930 48 Ave,Langley                       ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.0874976,-122.58928
2022/2023,3599050,Langley Education Centre,35,Langley                                 ,Public School,21405A 56 Ave,Langley                       ,CONTINUING ED,SECONDARY,NO,NO,NO,NO,49.1052383,-122.63082
2022/2023,3535064,Langley Equestrian Academy,35,Langley                                 ,Public School,20902 37A Ave,Langley                       ,STANDARD,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.0698504,-122.64436
2022/2023,3535029,Langley Fine Arts School,35,Langley                                 ,Public School,9096 Trattle St,Fort Langley                  ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.1682743,-122.58757
2022/2023,3535052,Langley Fundamental Elementary,35,Langley                                 ,Public School,21789 50 Ave,Langley                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.093529,-122.61989
2022/2023,3535056,Langley Fundamental Middle/Secondary Sch,35,Langley                                 ,Public School,21250 42 Ave,Langley                       ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.0779818,-122.63483
2022/2023,3535046,Langley Meadows Elementary,35,Langley                                 ,Public School,2244 Willoughby Way,Langley                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1211058,-122.67213
2022/2023,3599168,Langley Online and Distributed Learning,35,Langley                                 ,Public School,21405 56 Ave,Langley                       ,DISTRICT DISTANCE ED,SECONDARY,NO,NO,NO,NO,49.1052383,-122.63082
2022/2023,3535019,Langley Secondary,35,Langley                                 ,Public School,21405 56 Ave,Langley                       ,STANDARD,SECONDARY,YES,YES,NO,NO,49.1052383,-122.63082
2022/2023,6161036,Lansdowne Middle School,61,Greater Victoria                        ,Public School,1765 Lansdowne Rd,Victoria                      ,STANDARD,MIDDLE SCHOOL,YES,YES,YES,NO,48.4455484,-123.32793
2022/2023,3636117,Laronde Elementary,36,Surrey                                  ,Public School,1880 Laronde Dr,Surrey                        ,STANDARD,ELEMENTARY,NO,YES,NO,NO,49.0356719,-122.85721
2022/2023,4444034,Larson Elementary,44,North Vancouver                         ,Public School,2605 Larson Rd,North Vancouver               ,STANDARD,ELEMENTARY,YES,YES,NO,NO,49.3334218,-123.08523
2022/2023,3996952,LaSalle College Vancouver High School,39,Vancouver                               ,Independent School,2665 Renfrew St,Vancouver                     ,STANDARD,SECONDARY,NO,NO,NO,NO,49.2600663,-123.04509
2022/2023,3636035,Latimer Road Elementary,36,Surrey                                  ,Public School,19233 60 Ave,Surrey                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1121027,-122.68989
2022/2023,3939054,Laura Secord Elementary,39,Vancouver                               ,Public School,2500 Lakewood Dr,Vancouver                     ,STANDARD,ELEMENTARY,YES,YES,YES,NO,49.2617326,-123.06147
2022/2023,502011,Laurie Middle School,5,Southeast Kootenay                      ,Public School,1808 2nd St S,Cranbrook                     ,STANDARD,MIDDLE SCHOOL,YES,NO,NO,NO,49.5089436,-115.75566
2022/2023,2222006,Lavington Elementary,22,Vernon                                  ,Public School,9715 School Rd,Vernon                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,50.2311108,-119.10664
2022/2023,5252019,Lax Kxeen Elementary,52,Prince Rupert                           ,Public School,PO Box 520 STN Main,Prince Rupert                 ,STANDARD,ELEMENTARY,YES,NO,NO,NO,54.318046,-130.30963
2022/2023,6899022,Learning Alternatives,68,Nanaimo-Ladysmith                       ,Public School,550 7th St,Nanaimo                       ,ALTERNATE,SECONDARY,NO,NO,NO,NO,49.1476812,-123.95093
2022/2023,3333030,Leary Integrated Arts & Technology,33,Chilliwack                              ,Public School,9320 Walden St,Chilliwack                    ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1713366,-121.92081
2022/2023,4343033,Leigh Elementary,43,Coquitlam                               ,Public School,1230 Soball St,Coquitlam                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2870775,-122.75136
2022/2023,8383036,Len Wood Middle School,83,North Okanagan-Shuswap                  ,Public School,3700 Patten Dr,Armstrong                     ,STANDARD,MIDDLE SCHOOL,YES,NO,NO,NO,50.4396611,-119.20831
2022/2023,3636055,Lena Shaw Elementary,36,Surrey                                  ,Public School,14250 100A Ave,Surrey                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.184717,-122.82748
2022/2023,9348008,Les Aiglons,93,Conseil scolaire francophone            ,Public School,1150 Carson Place PO Box 159,Squamish                      ,STANDARD,ELEMENTARY,NO,NO,NO,YES,49.706709,-123.14824
2022/2023,6296461,Lighthouse Christian Academy,62,Sooke                                   ,Independent School,1289 Parkdale Dr,Victoria                      ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.4380339,-123.53299
2022/2023,2727014,Likely Elem-Jr Secondary,27,Cariboo-Chilcotin                       ,Public School,PO Box 57,Likely                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,52.6163194,-121.558
2022/2023,7429015,Lillooet Secondary,74,Gold Trail                              ,Public School,PO Box 760,Lillooet                      ,STANDARD,SECONDARY,YES,NO,NO,NO,50.6852157,-121.94248
2022/2023,4399179,LINC-CLC,43,Coquitlam                               ,Public School,380 Montgomery St,Coquitlam                     ,ALTERNATE,SECONDARY,NO,NO,NO,NO,49.2432096,-122.8399
2022/2023,603007,Lindsay Park Elementary,6,Rocky Mountain                          ,Public School,602 Salmo St,Kimberley                     ,STANDARD,ELEMENTARY,NO,NO,NO,NO,49.6927192,-115.98311
2022/2023,4545062,Lions Bay Community School,45,West Vancouver                          ,Public School,PO Box 220 250 Bayview Road,Lions Bay                     ,STANDARD,ELEMENTARY,NO,NO,NO,NO,49.4646105,-123.23576
2022/2023,4496606,Lions Gate Christian Academy,44,North Vancouver                         ,Independent School,919 Tollcross Rd,North Vancouver               ,STANDARD,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.3134653,-122.99448
2022/2023,3996019,Little Flower Academy,39,Vancouver                               ,Independent School,4195 Alexandra St,Vancouver                     ,STANDARD,SECONDARY,YES,NO,NO,NO,49.24843,-123.14226
2022/2023,3333016,Little Mountain Elementary,33,Chilliwack                              ,Public School,9900 Carleton St,Chilliwack                    ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1811582,-121.92935
2022/2023,5959031,Little Prairie Elementary,59,Peace River South                       ,Public School,PO Box 1600,Chetwynd                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,55.6960252,-121.59878
2022/2023,5096623,Living And Learning School,50,Haida Gwaii                             ,Independent School,PO Box 850,Queen Charlotte City          ,STANDARD,ELEMENTARY,NO,NO,NO,NO,53.2545341,-132.08266
2022/2023,4141035,Lochdale Community Elementary,41,Burnaby                                 ,Public School,6990 Aubrey St,Burnaby                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2730542,-122.9608
2022/2023,6363008,Lochside Elementary,63,Saanich                                 ,Public School,1145 Royal Oak Dr,Victoria                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.5012461,-123.36065
2022/2023,7324053,Logan Lake Elementary,73,Kamloops-Thompson                       ,Public School,PO Box 100,Logan Lake                    ,STANDARD,ELEMENTARY,NO,NO,NO,NO,50.4951319,-120.81552
2022/2023,7373080,Logan Lake Elementary Secondary,73,Kamloops-Thompson                       ,Public School,PO Box 280,Logan Lake                    ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.4893257,-120.81584
2022/2023,4343034,Lord Baden-Powell Elementary,43,Coquitlam                               ,Public School,450 Joyce St,Coquitlam                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2472004,-122.87384
2022/2023,3939069,Lord Beaconsfield Elementary,39,Vancouver                               ,Public School,3663 Penticton St,Vancouver                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2519686,-123.05268
2022/2023,3838005,Lord Byng Elementary,38,Richmond                                ,Public School,3711 Georgia St,Richmond                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1306533,-123.1827
